Map,Treatment,Date Treated,Date Sampled,Days Post,weeks post,Basin Location,No larvae,Early,Late,Pupae,Emerged,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Harms & Conrad,0,1,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Harms & Conrad,0,1,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,5029 Lee,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,5029 Lee,0,1,1,20,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lee & Laramie,0,1,1,3,1,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lee & Laramie,0,0,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lee & Laramie,0,0,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Elm & Le Claire,0,1,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Elm & Le Claire,0,1,1,6,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,5121 Le Claire,0,1,1,14,1,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Latrobe & Lee,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Latrobe & Lee,0,0,1,2,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Latrobe & Lee,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Latrobe & Lee,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Latrobe & Lee,0,1,1,3,2,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lockwood & Lee,0,1,1,21,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lockwood & Lee,0,1,1,1,1,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lockwood & Lee,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,8/22/2023,126,18,Lockwood & Lee,0,1,1,3,0,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2711 Colfax,0,1,1,20,17,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2735 Colfax,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Colfax & Ewing,0,0,0,1,0,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2322 Ewing,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Grant & Ewing,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2732 Grant,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2708 Grant,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Grant,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Noyes,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Payne,0,0,0,1,0,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Simpson,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Simpson,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Simpson,0,1,1,23,13,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Simpson,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Simpson,0,1,1,65,8,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Woodlawn,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Woodlawn,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,Bennett & Woodlawn,1,0,0,0,NA,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2710 Woodlawn,0,1,1,8,7,,,,,
B-19,Sumilarv 3 WSP,6/9/2023,10/17/2023,130,19,2710 Woodlawn,0,1,1,7,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Greenwood & Little Elm,0,1,1,6,5,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Greenwood & Little Elm,0,1,1,1,1,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Greenwood & Little Elm,0,1,1,9,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Greenwood & Little Elm,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Greenwood & Little Elm,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,8927 Pottawattamie,0,1,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,8950 Pottawattamie,0,1,1,17,11,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,8950 Pottawattamie,0,1,1,67,7,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,9016 Pottawattamie,0,1,1,92,12,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,9046 Pottawatamie,0,1,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,9046 Pottawattamie,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,9046 Pottawattamie,0,1,1,1,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Four Winds & Pottawattamie,0,1,1,1,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Four Winds & Sleeping Bear,0,1,1,29,2,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,Four Winds & Sleeping Bear,0,1,1,14,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,9045 Sleeping Bear,0,1,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,9015 Sleeping Bear,0,1,1,20,8,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,8939 Sleeping Bear,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,8939 Sleeping Bear,0,1,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,8/29/2023,131,19,8939 Sleeping Bear,0,1,1,2,0,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,828 Westwood,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,805 Westwood,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,805 Westwood,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,712 Seger,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,740 Seger,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,740 Seger,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,717 Chilton,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,729 Chilton,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,805 Chilton,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,819 Chilton,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,819 Chilton,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,748 Leyden,0,0,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,748 Leyden,0,0,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,819 Leyden,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,819 Leyden,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,Romona & Wilmette,0,0,0,4,0,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,Romona & Wilmette,0,1,1,3,0,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,411 Romona,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,411 Romona,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/8/2023,10/17/2023,131,19,333 Romona,0,0,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,0,0,1,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Golf Metra Overlook,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,3 Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,3 Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Briar & Dover,0,1,1,3,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Briar & Dover,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Briar & Dover,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,25 Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Highland & Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Highland & Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Highland & Briar,0,1,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Highland & Briar,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Clyde & Briar,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Clyde & Briar,0,1,1,2,0,,,,,
B-17,Sumilarv 3 WSP,4/10/2023,8/21/2023,133,19,Clyde & Briar,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Wilmette & 16th,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Wilmette & 16th,0,1,1,3,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Wilmette & 16th,0,1,1,7,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Maple & 16th,0,1,1,10,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Maple & 16th,0,1,1,3,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Maple & 16th,0,1,1,3,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Maple & 16th,0,1,1,9,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,Maple & 16th,0,1,1,9,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,216 16th,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,216 16th,0,1,1,5,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,16th & Gregory,0,1,1,7,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,16th & Gregory,0,1,1,6,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,16th & Gregory,0,1,1,27,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,16th & Gregory,0,1,1,15,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,16th & Gregory,0,1,1,86,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,15th & Gregory,0,1,1,42,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,15th & Gregory,0,1,1,12,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,15th & Gregory,0,1,1,13,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,15th & Gregory,0,1,1,3,0,,,,,
B-14,Sumilarv 3 WSP,4/12/2023,8/25/2023,135,20,15th & Gregory,0,1,1,4,0,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Keating and Farwell,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Keating and Farwell,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Keating and Farwell,0,1,1,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Farwell and Kilpatrick,0,1,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Farwell and Kilpatrick,0,1,1,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Farwell and Kilpatrick,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Kilpatrick,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Kilpatrick,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Kilpatrick,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Knox,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Knox,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Knox,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Knox,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Kenton and Morse,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Kenton and Morse,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Kenton and Morse,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Kenton and Morse,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Kolmar,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Kolmar,1,0,0,0,NA,,,,,
C-23,Sumilarv WSP,4/20/2022,9/16/2022,149,22,Morse and Kolmar,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Dempster,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Dempster,0,0,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Dempster,0,1,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Lake,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Lake,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Lake,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Lake,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Davis,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Davis,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Davis,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Bennett & Davis,0,1,1,3,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Ewing & Davis,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Ewing & Davis,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,0,1,1,2,2,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,0,1,1,1,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,0,1,1,5,0,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/20/2023,9/18/2023,151,22,Davis & Forestview,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,5232 Wright,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,5232 Wright,0,0,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Wright & Laramie,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,5129 Wright,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Wright & LeClaire,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Wright & LeClaire,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Wright & LeClaire,0,1,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Wright & LeClaire,0,1,1,11,6,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & LeClaire,0,1,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & LeClaire,0,1,1,6,6,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,5126 Conrad,0,1,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & Laramie,0,1,1,7,3,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & Laramie,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & Gross Pointe,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & Gross Pointe,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Conrad & Long,0,1,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Lincoln & Lotus,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Lincoln & Lotus,0,0,0,2,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Lincoln & Lotus,0,0,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,9/18/2023,153,22,Lincoln & Lotus,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Walnut,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,2414 Hartzell,0,1,1,1,1,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,2512 Hartzell,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,2706 Hartzell,0,1,1,4,2,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,2731 Hartzell,0,1,1,2,1,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,2731 Hartzell,1,0,0,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Reese,0,1,1,22,1,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Reese,0,1,1,36,7,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Reese,0,1,1,5,1,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Reese,0,1,1,53,1,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Lincolnwood,0,1,1,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Lincolnwood,0,1,1,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,3035 Hartzell,0,1,1,38,19,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,3043 Hartzell,0,1,1,0,NA,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,3043 Hartzell,0,1,1,57,1,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,3043 Hartzell,0,1,1,3,0,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,3241 Hartzell,0,1,1,30,0,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,3241 Hartzell,0,1,1,8,0,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Prospect,0,1,1,38,0,,,,,
B-14,Sumilarv 3 WSP,4/19/2023,9/19/2023,153,22,Hartzell & Prospect,0,1,1,2,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Briar & Blossom,0,1,1,26,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Briar & Blossom,1,1,1,8,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Briar & Blossom,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Briar & Blossom,0,0,0,2,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,51 Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,51 Briar,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,59 Overlook Drive,0,0,0,3,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Overlook & Park,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Overlook & Park,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Overlook & Park,0,1,1,6,1,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Overlook & Park,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,64 Park,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,62 Park,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,62 Park,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Clyde & Park,0,0,1,2,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Clyde & Logan,0,1,1,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Logan & Dover,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,Logan & Dover,0,0,0,4,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,14 Dover,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,9/25/2023,166,24,11 Dover,0,0,0,1,0,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Lavergne & Washington,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Lavergne & Washington,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Lavergne & Washington,0,1,1,113,3,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Lavergne & Washington,0,1,1,11,0,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Laporte,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Laporte,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Laporte,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Laporte,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,725 Laporte,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Lemon,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Lemon,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Lemon,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & Lemon,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & LaCrosse,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,4/28/2023,10/17/2023,172,,Washington & LaCrosse,1,0,0,0,NA,,,,,
